Shipment ID,Order ID,Sender ID,Receiver ID,Sender Location,Receiver Location,Courier Service,Delivery Hub,Shipment Weight (kg),Distance (km),Estimated Delivery (days),Actual Delivery (days),Shipment Status,Current Location,Shipping Cost,Payment Status,Tracking Number,Customer Rating,Review Comments
SHIP878157,ORD142709,SND6624,RCV9940,Delhi,Chennai,Blue Dart,Delhi Hub,19.08,1259.38,2,5,In Transit,Hyderabad,1031.02,Failed,TRK207459,,
SHIP999150,ORD170298,SND3400,RCV8790,Delhi,Hyderabad,FedEx,Delhi Hub,6.83,1502.83,4,2,Out for Delivery,Kolkata,1511.22,Pending,TRK917642,,
SHIP113688,ORD103325,SND9567,RCV4183,Chennai,Kolkata,Amazon Logistics,Kolkata Hub,8.98,1051.4,5,3,Delayed,Ahmedabad,312.1,Failed,TRK182283,,
SHIP539108,ORD604575,SND6072,RCV9974,Ahmedabad,Ahmedabad,UPS,Bangalore Hub,14.13,786.85,2,4,Out for Delivery,Pune,1452.38,Paid,TRK122971,,
SHIP718277,ORD361539,SND9343,RCV6564,Delhi,Chennai,Blue Dart,Delhi Hub,1.77,380.35,9,10,In Transit,Mumbai,1850.72,Paid,TRK680598,,
SHIP911025,ORD162602,SND7463,RCV5734,Chennai,Mumbai,DHL,Hyderabad Hub,4.78,1763.7,1,0,Delivered,Mumbai,127.53,Pending,TRK594560,4.3,Fast delivery!
SHIP747915,ORD565510,SND1925,RCV5900,Pune,Pune,FedEx,Kolkata Hub,3.41,394.35,10,10,Out for Delivery,Chennai,1252.11,Failed,TRK673698,,
SHIP314945,ORD180824,SND1745,RCV9464,Mumbai,Mumbai,UPS,Kolkata Hub,2.4,442.1,5,5,Out for Delivery,Bangalore,1647.08,Failed,TRK551810,,
SHIP814859,ORD776983,SND4145,RCV3447,Hyderabad,Pune,FedEx,Bangalore Hub,11.59,957.9,2,5,In Transit,Bangalore,844.75,Failed,TRK841518,,
SHIP522739,ORD859983,SND5100,RCV3352,Kolkata,Hyderabad,DHL,Delhi Hub,18.95,855.8,3,6,Delayed,Delhi,1587.48,Failed,TRK294956,,
SHIP568544,ORD425277,SND2361,RCV9555,Ahmedabad,Pune,Blue Dart,Bangalore Hub,18.66,1834.96,3,2,Returned,Delhi,675.86,Paid,TRK596614,,
SHIP368631,ORD606081,SND8691,RCV7418,Mumbai,Ahmedabad,UPS,Bangalore Hub,5.82,95.39,10,8,Lost,Pune,686,Paid,TRK342628,,
SHIP262463,ORD422306,SND7158,RCV2675,Kolkata,Chennai,Blue Dart,Delhi Hub,9.93,187.95,3,2,Out for Delivery,Hyderabad,826.5,Pending,TRK284608,,
SHIP623462,ORD853512,SND6780,RCV8003,Chennai,Mumbai,DTDC,Bangalore Hub,12.06,1665.86,3,5,Delivered,Mumbai,291.09,Pending,TRK799427,4.6,Great experience
SHIP658601,ORD404921,SND1101,RCV3025,Kolkata,Kolkata,DHL,Hyderabad Hub,14.2,1138.43,3,1,Delayed,Hyderabad,1886.88,Failed,TRK754500,,
SHIP361889,ORD284395,SND8617,RCV4998,Mumbai,Hyderabad,India Post,Bangalore Hub,17.92,1591.52,5,3,Delivered,Hyderabad,1672.92,Failed,TRK839770,4.7,
SHIP794918,ORD996567,SND5442,RCV4523,Bangalore,Mumbai,DHL,Delhi Hub,19.18,396.25,3,2,Delivered,Mumbai,1515.98,Paid,TRK303420,4.3,On-time service
SHIP961980,ORD571473,SND2766,RCV9871,Pune,Delhi,India Post,Hyderabad Hub,2.59,88.2,7,10,In Transit,Hyderabad,419.78,Paid,TRK630607,,
SHIP440128,ORD497669,SND6005,RCV6671,Delhi,Chennai,UPS,Mumbai Hub,17.59,1521.62,8,7,Delivered,Chennai,1182.29,Pending,TRK339430,1.7,Fast delivery!
SHIP597764,ORD892136,SND4298,RCV4391,Kolkata,Mumbai,FedEx,Chennai Hub,7.07,1059.97,8,9,Lost,Mumbai,1877.67,Paid,TRK822907,,
SHIP233364,ORD275550,SND1706,RCV6917,Ahmedabad,Hyderabad,UPS,Mumbai Hub,18.24,473.77,8,8,Out for Delivery,Mumbai,232.97,Paid,TRK222477,,
SHIP959974,ORD582088,SND8686,RCV9753,Delhi,Delhi,Blue Dart,Delhi Hub,12.15,748.4,10,8,Returned,Delhi,1248.76,Paid,TRK816894,,
SHIP884905,ORD648810,SND7831,RCV9015,Hyderabad,Kolkata,DTDC,Mumbai Hub,6.39,886.72,7,10,Out for Delivery,Pune,106.16,Failed,TRK431649,,
SHIP749402,ORD107202,SND6356,RCV6692,Ahmedabad,Chennai,Amazon Logistics,Mumbai Hub,6.49,1708.37,9,10,Delivered,Chennai,1738.94,Failed,TRK418590,3.2,
SHIP889006,ORD163461,SND4796,RCV1558,Kolkata,Bangalore,FedEx,Delhi Hub,2.02,407.46,3,3,Lost,Kolkata,1229.89,Failed,TRK538083,,
SHIP690264,ORD143119,SND5791,RCV4691,Delhi,Ahmedabad,Blue Dart,Kolkata Hub,17.28,1682.58,8,8,Delayed,Kolkata,1735.26,Paid,TRK880532,,
SHIP487652,ORD939263,SND6692,RCV1559,Kolkata,Bangalore,Amazon Logistics,Chennai Hub,13.77,75.26,8,6,Lost,Ahmedabad,766.09,Paid,TRK131811,,
SHIP532062,ORD910810,SND9910,RCV8998,Mumbai,Hyderabad,India Post,Bangalore Hub,4.01,1559.45,10,12,Out for Delivery,Bangalore,135.88,Failed,TRK648101,,
SHIP965593,ORD509545,SND8570,RCV5522,Bangalore,Chennai,DTDC,Mumbai Hub,1.78,291.46,6,6,Lost,Mumbai,1503.32,Paid,TRK655982,,
SHIP840351,ORD753407,SND4350,RCV5330,Delhi,Kolkata,DHL,Bangalore Hub,0.58,1049.26,3,3,Returned,Chennai,1242.84,Paid,TRK547065,,
SHIP442563,ORD620429,SND5017,RCV1194,Mumbai,Mumbai,FedEx,Bangalore Hub,4.38,1836.79,2,5,Lost,Ahmedabad,1439.22,Pending,TRK127555,,
SHIP659326,ORD478057,SND6371,RCV9620,Bangalore,Hyderabad,DHL,Mumbai Hub,0.76,898.6,7,7,Lost,Pune,1728.49,Failed,TRK557691,,
SHIP660942,ORD725483,SND5693,RCV6997,Hyderabad,Ahmedabad,India Post,Delhi Hub,9.39,1631.55,9,11,Delivered,Ahmedabad,1589.29,Pending,TRK299026,3,
SHIP974931,ORD104967,SND9264,RCV2201,Mumbai,Kolkata,Blue Dart,Kolkata Hub,19.5,1726.32,4,3,In Transit,Pune,1132.03,Failed,TRK427149,,
SHIP678031,ORD953495,SND1821,RCV4080,Chennai,Hyderabad,Amazon Logistics,Hyderabad Hub,8.65,1085.06,7,8,Out for Delivery,Hyderabad,1862.78,Pending,TRK214738,,
SHIP300610,ORD126130,SND2487,RCV9744,Kolkata,Mumbai,FedEx,Mumbai Hub,4.45,717.62,5,8,Delivered,Mumbai,1098.92,Failed,TRK959288,2.7,Great experience
SHIP269643,ORD396859,SND9114,RCV9748,Kolkata,Bangalore,DHL,Hyderabad Hub,10.94,766.4,3,4,Delayed,Chennai,1872.35,Pending,TRK522563,,
SHIP559925,ORD272084,SND2984,RCV7173,Pune,Ahmedabad,DHL,Bangalore Hub,18.02,1227,3,3,Delayed,Ahmedabad,1813.64,Failed,TRK484846,,
SHIP398290,ORD893212,SND1378,RCV2529,Kolkata,Delhi,Blue Dart,Hyderabad Hub,8.07,1332.48,3,6,In Transit,Ahmedabad,1405.95,Pending,TRK291817,,
SHIP521706,ORD524737,SND6775,RCV6912,Hyderabad,Pune,Blue Dart,Hyderabad Hub,17.51,252.56,4,7,Delayed,Pune,1841.16,Pending,TRK212241,,
SHIP150987,ORD756524,SND1763,RCV3890,Ahmedabad,Kolkata,Amazon Logistics,Mumbai Hub,19.55,815.11,10,9,Returned,Mumbai,370.38,Pending,TRK805245,,
SHIP252645,ORD233296,SND8274,RCV5663,Kolkata,Bangalore,UPS,Bangalore Hub,17.72,1459.09,6,7,Delayed,Mumbai,1251.03,Failed,TRK845651,,
SHIP146374,ORD237377,SND6633,RCV6923,Delhi,Chennai,DTDC,Kolkata Hub,8.84,787.09,6,6,Delayed,Bangalore,1910.29,Paid,TRK909403,,
SHIP457369,ORD567406,SND8765,RCV4114,Chennai,Bangalore,DTDC,Mumbai Hub,17.66,1904.79,8,7,Delivered,Bangalore,1692.18,Paid,TRK352786,3.2,
SHIP230277,ORD286121,SND5022,RCV4930,Mumbai,Chennai,Amazon Logistics,Hyderabad Hub,7.93,530.37,3,3,Returned,Pune,1877.6,Pending,TRK495747,,
SHIP662654,ORD786043,SND2515,RCV4392,Delhi,Delhi,Amazon Logistics,Delhi Hub,14.57,1828.66,1,0,Delivered,Delhi,537.75,Pending,TRK310942,2.5,Great experience
SHIP611420,ORD556720,SND3627,RCV5424,Pune,Bangalore,FedEx,Bangalore Hub,10.37,1456.78,2,3,Lost,Bangalore,1759.69,Pending,TRK117062,,
SHIP680654,ORD175557,SND1098,RCV6862,Kolkata,Hyderabad,Blue Dart,Kolkata Hub,3.45,1257.36,9,10,Out for Delivery,Mumbai,1867.09,Failed,TRK746923,,
SHIP422590,ORD790850,SND9066,RCV3743,Ahmedabad,Delhi,DTDC,Mumbai Hub,2.75,1931.56,9,11,Lost,Pune,1149.96,Pending,TRK223475,,
SHIP245361,ORD471738,SND3554,RCV5091,Ahmedabad,Bangalore,DHL,Kolkata Hub,17.71,411.15,3,1,In Transit,Bangalore,1384.05,Paid,TRK891735,,
SHIP190702,ORD684096,SND3326,RCV8059,Pune,Delhi,Blue Dart,Delhi Hub,8.17,1039.21,3,5,Returned,Chennai,1220.22,Failed,TRK589703,,
SHIP828277,ORD119983,SND7881,RCV9988,Kolkata,Pune,DTDC,Hyderabad Hub,4.34,1937.62,2,3,Delivered,Pune,1666.15,Failed,TRK671833,2.5,
SHIP327848,ORD604188,SND6468,RCV1101,Mumbai,Hyderabad,FedEx,Bangalore Hub,2.04,1314.18,3,1,Returned,Hyderabad,1012.13,Failed,TRK538254,,
SHIP864088,ORD375122,SND5745,RCV8991,Hyderabad,Hyderabad,DTDC,Kolkata Hub,8.39,1979.33,10,9,In Transit,Ahmedabad,413.56,Failed,TRK461618,,
SHIP850313,ORD327098,SND9732,RCV3047,Mumbai,Kolkata,DTDC,Chennai Hub,18.59,1797.23,4,6,Delayed,Bangalore,630.49,Paid,TRK291272,,
SHIP919696,ORD307305,SND8540,RCV7098,Kolkata,Kolkata,Blue Dart,Chennai Hub,19.06,1004.45,2,1,Returned,Ahmedabad,656.95,Paid,TRK855673,,
SHIP136048,ORD350026,SND3084,RCV4359,Ahmedabad,Chennai,FedEx,Chennai Hub,4.39,1904.39,8,8,Out for Delivery,Chennai,1872.32,Paid,TRK804266,,
SHIP627022,ORD599646,SND9727,RCV7411,Chennai,Mumbai,DHL,Hyderabad Hub,14.91,1899.52,4,3,Lost,Chennai,1454.22,Pending,TRK379818,,
SHIP440894,ORD222763,SND7405,RCV3764,Bangalore,Kolkata,DHL,Kolkata Hub,7.92,342.68,2,1,In Transit,Pune,1360.86,Pending,TRK303626,,
SHIP348198,ORD731485,SND9044,RCV2065,Chennai,Bangalore,DHL,Kolkata Hub,10.93,1218.42,8,6,Returned,Chennai,1201.98,Paid,TRK380322,,
SHIP699118,ORD269706,SND2518,RCV7007,Hyderabad,Delhi,DHL,Mumbai Hub,14.54,451.6,8,10,Returned,Hyderabad,1806.8,Failed,TRK991483,,
SHIP177752,ORD791156,SND5473,RCV9611,Delhi,Mumbai,DHL,Delhi Hub,19.21,18.39,7,9,Lost,Ahmedabad,525.16,Failed,TRK365310,,
SHIP362692,ORD545788,SND4451,RCV2970,Delhi,Kolkata,Amazon Logistics,Chennai Hub,16.2,1227.41,7,10,Lost,Pune,1794.92,Failed,TRK291251,,
SHIP154841,ORD902261,SND5484,RCV3139,Chennai,Ahmedabad,India Post,Mumbai Hub,15.58,258.2,4,2,Delivered,Ahmedabad,397.55,Paid,TRK610837,1.4,Late delivery
SHIP835347,ORD167191,SND3235,RCV5018,Pune,Pune,DTDC,Delhi Hub,7.3,1285.4,9,9,Returned,Delhi,1308.53,Paid,TRK378558,,
SHIP628990,ORD784855,SND1630,RCV9678,Delhi,Bangalore,UPS,Chennai Hub,14.36,74.97,8,8,Out for Delivery,Ahmedabad,787.56,Paid,TRK602397,,
SHIP668027,ORD437423,SND2279,RCV4320,Chennai,Chennai,India Post,Hyderabad Hub,15.49,1866.47,4,3,Lost,Chennai,176.19,Paid,TRK551691,,
SHIP891650,ORD340159,SND4654,RCV5118,Pune,Mumbai,DTDC,Bangalore Hub,18.72,1386.96,6,5,Delivered,Mumbai,205.45,Pending,TRK214761,1.4,Fast delivery!
SHIP611293,ORD709216,SND1705,RCV2968,Mumbai,Hyderabad,Blue Dart,Delhi Hub,16.04,397.73,4,4,In Transit,Delhi,138.19,Pending,TRK174921,,
SHIP536819,ORD636179,SND9550,RCV7319,Chennai,Mumbai,DTDC,Kolkata Hub,7.3,80.05,9,11,Out for Delivery,Hyderabad,748.47,Failed,TRK197130,,
SHIP291356,ORD402665,SND2230,RCV5800,Bangalore,Hyderabad,Amazon Logistics,Kolkata Hub,7.38,1857.84,6,6,Lost,Mumbai,1065.32,Pending,TRK113088,,
SHIP440581,ORD985621,SND5704,RCV5243,Hyderabad,Kolkata,DHL,Kolkata Hub,17.05,1264.58,10,12,Returned,Ahmedabad,1016.97,Pending,TRK180502,,
SHIP889965,ORD375521,SND7777,RCV1501,Kolkata,Pune,FedEx,Chennai Hub,10.92,1789.6,7,7,Delivered,Pune,1636.01,Paid,TRK884998,3.1,
SHIP814010,ORD141667,SND8585,RCV1310,Kolkata,Bangalore,DHL,Kolkata Hub,15.89,872.08,3,4,In Transit,Chennai,1281.63,Paid,TRK590739,,
SHIP640153,ORD871469,SND2742,RCV9953,Kolkata,Pune,FedEx,Chennai Hub,13.26,468.04,9,11,Delivered,Pune,1436.29,Pending,TRK557363,3.2,Fast delivery!
SHIP904551,ORD775243,SND3989,RCV7028,Hyderabad,Bangalore,India Post,Delhi Hub,3.8,376.1,3,5,In Transit,Kolkata,1593.36,Paid,TRK304163,,
SHIP530136,ORD538920,SND2712,RCV4194,Mumbai,Ahmedabad,Blue Dart,Delhi Hub,8.4,247.56,5,4,Delayed,Hyderabad,1717.83,Paid,TRK231710,,
SHIP475374,ORD862086,SND4524,RCV5706,Chennai,Pune,DHL,Chennai Hub,4.49,1165.46,7,10,In Transit,Mumbai,99.6,Failed,TRK727656,,
SHIP118849,ORD894193,SND2192,RCV3275,Mumbai,Chennai,Amazon Logistics,Chennai Hub,11.09,1835.61,10,12,Delivered,Chennai,84.96,Pending,TRK140969,4.6,On-time service
SHIP908681,ORD762940,SND6175,RCV1948,Hyderabad,Hyderabad,DHL,Hyderabad Hub,7.25,1593.55,5,3,Delayed,Chennai,1827.2,Pending,TRK916160,,
SHIP613911,ORD753752,SND6834,RCV5184,Ahmedabad,Delhi,India Post,Bangalore Hub,1.6,1814.78,5,7,Delivered,Delhi,419.62,Paid,TRK843468,1.4,On-time service
SHIP497345,ORD317463,SND8367,RCV7904,Ahmedabad,Kolkata,UPS,Delhi Hub,2.6,1394.55,3,2,In Transit,Kolkata,1754.49,Pending,TRK159836,,
SHIP367811,ORD864013,SND6066,RCV5684,Hyderabad,Ahmedabad,Amazon Logistics,Mumbai Hub,15.12,1368.26,8,7,Delayed,Pune,558,Pending,TRK160604,,
SHIP634475,ORD299741,SND2340,RCV4401,Bangalore,Delhi,DHL,Hyderabad Hub,10.33,560.41,9,11,In Transit,Ahmedabad,615.35,Failed,TRK680402,,
SHIP361612,ORD302551,SND6294,RCV4402,Ahmedabad,Pune,Blue Dart,Chennai Hub,12.57,1390.51,9,8,Delivered,Pune,329.53,Paid,TRK284008,3.7,On-time service
SHIP820968,ORD900718,SND5666,RCV3818,Chennai,Kolkata,Blue Dart,Mumbai Hub,6.92,263.88,3,1,Returned,Kolkata,1896.92,Pending,TRK577819,,
SHIP591342,ORD977966,SND3088,RCV6372,Pune,Pune,DHL,Delhi Hub,6.43,900.72,4,2,Lost,Hyderabad,1953.28,Paid,TRK269802,,
SHIP583238,ORD219127,SND9671,RCV1673,Ahmedabad,Hyderabad,DTDC,Mumbai Hub,10.75,1842.64,7,8,Out for Delivery,Delhi,905.01,Failed,TRK180716,,
SHIP513068,ORD866455,SND8233,RCV9317,Ahmedabad,Bangalore,DTDC,Mumbai Hub,19.08,1251.58,8,7,Delayed,Chennai,1612.05,Paid,TRK134946,,
SHIP998220,ORD742752,SND9490,RCV8893,Chennai,Kolkata,DHL,Hyderabad Hub,7.16,971.52,2,4,In Transit,Hyderabad,497.92,Paid,TRK285350,,
SHIP176409,ORD360231,SND7566,RCV4918,Pune,Hyderabad,Blue Dart,Kolkata Hub,15.6,860.79,2,4,Out for Delivery,Delhi,1965,Failed,TRK872845,,
SHIP409956,ORD150796,SND7274,RCV8127,Ahmedabad,Chennai,UPS,Hyderabad Hub,15.94,729.04,10,8,Delivered,Chennai,953.24,Paid,TRK989928,2.2,
SHIP224893,ORD420764,SND1717,RCV8924,Pune,Bangalore,DHL,Delhi Hub,4.57,900.76,1,0,Delivered,Bangalore,1750.82,Pending,TRK749594,4.5,Late delivery
SHIP596152,ORD235697,SND1452,RCV3718,Mumbai,Mumbai,FedEx,Bangalore Hub,12.38,1194.57,3,3,Delivered,Mumbai,935.92,Failed,TRK989231,3.2,
SHIP688029,ORD898386,SND2034,RCV6500,Ahmedabad,Ahmedabad,FedEx,Kolkata Hub,11.74,1593.39,2,5,Lost,Chennai,547.62,Paid,TRK588649,,
SHIP882967,ORD582519,SND3853,RCV5461,Chennai,Kolkata,India Post,Chennai Hub,3.21,124.42,9,11,Out for Delivery,Mumbai,1009.83,Paid,TRK538850,,
SHIP515324,ORD610063,SND7651,RCV6286,Bangalore,Delhi,Blue Dart,Chennai Hub,2.51,763.66,9,9,Lost,Mumbai,1716.24,Pending,TRK794911,,
SHIP115703,ORD151643,SND7018,RCV1311,Chennai,Delhi,Blue Dart,Chennai Hub,19.53,163.73,3,6,Delivered,Delhi,1991.15,Paid,TRK266727,3.2,Fast delivery!
SHIP132510,ORD493951,SND7718,RCV5048,Ahmedabad,Hyderabad,Blue Dart,Kolkata Hub,7.82,1462.65,7,8,Lost,Hyderabad,160.24,Paid,TRK318515,,
SHIP143058,ORD505553,SND7709,RCV6470,Pune,Mumbai,DHL,Chennai Hub,2.05,166.7,9,11,Lost,Hyderabad,921.02,Paid,TRK429117,,
SHIP335459,ORD409527,SND9580,RCV2285,Delhi,Chennai,DHL,Chennai Hub,16.83,1545.61,5,7,Delivered,Chennai,1470.17,Pending,TRK777455,3.5,Package damaged
SHIP478234,ORD119262,SND6899,RCV8669,Bangalore,Kolkata,India Post,Mumbai Hub,3.57,761.08,3,5,Returned,Pune,332.76,Paid,TRK844004,,
SHIP866775,ORD903818,SND4332,RCV9496,Kolkata,Chennai,DTDC,Mumbai Hub,8.17,1055.91,3,6,Returned,Mumbai,1057.76,Pending,TRK274903,,
SHIP823295,ORD667005,SND8092,RCV7104,Chennai,Chennai,UPS,Hyderabad Hub,9.7,1068.24,5,4,Returned,Bangalore,651.54,Paid,TRK996261,,
SHIP462815,ORD395437,SND6723,RCV1246,Pune,Kolkata,DHL,Delhi Hub,17.03,688.01,4,7,Delivered,Kolkata,930.11,Failed,TRK710460,1,Late delivery
SHIP745845,ORD179872,SND3305,RCV6801,Mumbai,Delhi,DTDC,Kolkata Hub,10.93,1566.46,1,3,Delivered,Delhi,924.49,Pending,TRK159878,4,Fast delivery!
SHIP607640,ORD296791,SND1352,RCV3062,Kolkata,Mumbai,UPS,Hyderabad Hub,7.79,1262,7,10,Delayed,Chennai,1142.58,Pending,TRK827633,,
SHIP433698,ORD623191,SND4126,RCV5175,Bangalore,Pune,India Post,Kolkata Hub,12.48,1540.11,2,2,Delayed,Bangalore,901.29,Paid,TRK912102,,
SHIP610310,ORD998204,SND9279,RCV5445,Pune,Kolkata,Amazon Logistics,Bangalore Hub,16.7,392.63,10,8,In Transit,Hyderabad,411.88,Pending,TRK981013,,
SHIP158755,ORD723954,SND4674,RCV6031,Bangalore,Pune,DHL,Kolkata Hub,5.18,1712.95,2,2,Delivered,Pune,1005.85,Pending,TRK613483,3.6,Package damaged
SHIP574111,ORD122221,SND5927,RCV1190,Hyderabad,Delhi,Amazon Logistics,Delhi Hub,18,961.57,3,5,Out for Delivery,Delhi,1433.81,Paid,TRK963016,,
SHIP884440,ORD506506,SND3398,RCV4814,Ahmedabad,Chennai,Blue Dart,Kolkata Hub,10.36,1703.66,7,5,Out for Delivery,Pune,1345.52,Paid,TRK812882,,
SHIP324161,ORD106894,SND8636,RCV8510,Delhi,Delhi,Amazon Logistics,Kolkata Hub,2.24,1906.44,8,6,Delivered,Delhi,1216.36,Failed,TRK671138,3.3,
SHIP149387,ORD751081,SND8633,RCV4935,Ahmedabad,Chennai,UPS,Kolkata Hub,3.66,853.93,6,5,Delivered,Chennai,688.54,Paid,TRK983824,3.6,Fast delivery!
SHIP476454,ORD842600,SND8315,RCV2180,Kolkata,Mumbai,UPS,Bangalore Hub,6.67,1551.33,4,6,Returned,Kolkata,1169.62,Paid,TRK778526,,
SHIP182169,ORD995080,SND2152,RCV6372,Bangalore,Ahmedabad,Amazon Logistics,Kolkata Hub,6.42,1039.51,8,11,In Transit,Mumbai,87.27,Failed,TRK944573,,
SHIP941727,ORD810204,SND5896,RCV9255,Hyderabad,Pune,Amazon Logistics,Kolkata Hub,17.53,1328.5,8,6,In Transit,Pune,822.05,Pending,TRK280292,,
SHIP512172,ORD986666,SND8830,RCV5716,Mumbai,Hyderabad,Blue Dart,Chennai Hub,7.26,687.14,8,6,Out for Delivery,Bangalore,71.1,Pending,TRK643082,,
SHIP891370,ORD872204,SND6332,RCV6644,Mumbai,Delhi,DTDC,Hyderabad Hub,16.57,1970.74,5,7,Out for Delivery,Kolkata,1061.75,Paid,TRK877391,,
SHIP368026,ORD254803,SND9644,RCV9727,Pune,Kolkata,FedEx,Kolkata Hub,10.83,721.18,7,9,Returned,Mumbai,1232.07,Paid,TRK317245,,
SHIP985379,ORD404171,SND5521,RCV3203,Bangalore,Kolkata,UPS,Kolkata Hub,8.42,1314.43,6,9,Returned,Bangalore,440.73,Paid,TRK693321,,
SHIP140623,ORD537988,SND8067,RCV6060,Ahmedabad,Bangalore,DTDC,Hyderabad Hub,4.46,552.84,8,8,Delayed,Hyderabad,149.91,Failed,TRK735551,,
SHIP797034,ORD162829,SND1114,RCV3109,Kolkata,Kolkata,FedEx,Mumbai Hub,13.31,916.55,5,6,Lost,Bangalore,1891.71,Failed,TRK410726,,
SHIP225685,ORD776312,SND5877,RCV6537,Delhi,Hyderabad,DTDC,Hyderabad Hub,10.43,906.92,3,3,Delayed,Pune,547.67,Paid,TRK718009,,
SHIP119008,ORD652127,SND7943,RCV8154,Pune,Pune,DHL,Hyderabad Hub,19.22,34.83,2,1,Delayed,Bangalore,1021.84,Pending,TRK251595,,
SHIP463467,ORD542214,SND7277,RCV6364,Pune,Bangalore,India Post,Mumbai Hub,19.69,1304.2,3,6,Out for Delivery,Chennai,1903.5,Failed,TRK482685,,
SHIP929710,ORD204995,SND5916,RCV1936,Hyderabad,Delhi,Blue Dart,Chennai Hub,19.83,481.15,4,5,Delivered,Delhi,1140.59,Failed,TRK842977,3.3,On-time service
SHIP524517,ORD544475,SND1963,RCV6458,Ahmedabad,Hyderabad,India Post,Kolkata Hub,0.93,835.32,10,10,In Transit,Mumbai,464.66,Paid,TRK122137,,
SHIP724786,ORD406546,SND3258,RCV6432,Ahmedabad,Bangalore,DHL,Chennai Hub,10,577.93,9,12,Out for Delivery,Mumbai,97.73,Pending,TRK372765,,
SHIP522423,ORD605008,SND3256,RCV4835,Kolkata,Hyderabad,DTDC,Kolkata Hub,2.75,817.19,10,13,Delayed,Mumbai,582.02,Paid,TRK734587,,
SHIP420527,ORD928163,SND1748,RCV5927,Delhi,Bangalore,Blue Dart,Chennai Hub,10.5,22.37,5,5,In Transit,Bangalore,408.67,Failed,TRK825901,,
SHIP940880,ORD735888,SND6025,RCV3087,Kolkata,Mumbai,FedEx,Hyderabad Hub,2.21,70.89,6,4,In Transit,Chennai,778.59,Paid,TRK488473,,
SHIP115825,ORD551590,SND9934,RCV1095,Bangalore,Mumbai,DHL,Hyderabad Hub,19.94,1493.46,5,8,In Transit,Mumbai,801.91,Pending,TRK895266,,
SHIP154820,ORD100840,SND5270,RCV4448,Kolkata,Ahmedabad,UPS,Delhi Hub,6.23,736.47,5,8,Returned,Mumbai,1011.62,Failed,TRK453427,,
SHIP305271,ORD295116,SND9139,RCV4849,Ahmedabad,Delhi,DTDC,Chennai Hub,12.83,141.03,10,9,In Transit,Hyderabad,1815.14,Pending,TRK516379,,
SHIP418360,ORD356115,SND1033,RCV1363,Pune,Bangalore,DTDC,Hyderabad Hub,8.25,804.51,8,8,Returned,Mumbai,1593.08,Paid,TRK143813,,
SHIP339779,ORD765803,SND1061,RCV1992,Kolkata,Pune,India Post,Bangalore Hub,16.82,1494.07,1,4,Lost,Ahmedabad,1324.63,Failed,TRK428791,,
SHIP522010,ORD571208,SND6025,RCV7046,Hyderabad,Mumbai,DTDC,Chennai Hub,17.61,51.1,1,3,Lost,Mumbai,325.98,Failed,TRK433756,,
SHIP520572,ORD180233,SND8603,RCV9116,Pune,Hyderabad,DTDC,Bangalore Hub,12.73,362.54,7,6,Delivered,Hyderabad,1944.15,Failed,TRK979710,3.1,Fast delivery!
SHIP870823,ORD490538,SND9634,RCV3082,Hyderabad,Chennai,FedEx,Delhi Hub,13.05,642.78,5,3,Delayed,Ahmedabad,1222.19,Pending,TRK320849,,
SHIP275349,ORD594006,SND7094,RCV9348,Bangalore,Mumbai,Blue Dart,Mumbai Hub,9.32,955.8,8,7,Returned,Delhi,994.22,Failed,TRK581853,,
SHIP980677,ORD662010,SND2691,RCV5291,Kolkata,Ahmedabad,DTDC,Mumbai Hub,3.01,1566.68,2,1,Out for Delivery,Pune,758.53,Paid,TRK423178,,
SHIP412416,ORD915613,SND4224,RCV4796,Kolkata,Kolkata,FedEx,Chennai Hub,12.7,1826.73,9,7,Out for Delivery,Kolkata,136.3,Pending,TRK489589,,
SHIP778777,ORD293709,SND2564,RCV3100,Hyderabad,Delhi,DHL,Mumbai Hub,7.47,932.88,9,11,Delayed,Bangalore,1471.69,Paid,TRK998964,,
SHIP425166,ORD416920,SND2676,RCV3183,Bangalore,Pune,Amazon Logistics,Bangalore Hub,18.23,755.27,9,12,Delivered,Pune,1942.27,Failed,TRK344233,2.1,Package damaged
SHIP779803,ORD451736,SND9208,RCV1025,Delhi,Kolkata,Amazon Logistics,Hyderabad Hub,19.2,548.58,7,7,Out for Delivery,Kolkata,664.62,Paid,TRK920529,,
SHIP800554,ORD370404,SND6618,RCV8888,Delhi,Hyderabad,Blue Dart,Hyderabad Hub,12.64,1333.29,7,6,Delayed,Ahmedabad,156.18,Paid,TRK457492,,
SHIP662884,ORD973426,SND1607,RCV9868,Pune,Bangalore,India Post,Hyderabad Hub,11.07,1560.28,8,8,Returned,Ahmedabad,1343.14,Failed,TRK906683,,
SHIP254993,ORD203510,SND6401,RCV3086,Kolkata,Ahmedabad,Amazon Logistics,Mumbai Hub,5.79,597.38,1,3,Delayed,Chennai,1785.82,Pending,TRK619544,,
SHIP962561,ORD762019,SND5965,RCV5268,Chennai,Pune,DTDC,Kolkata Hub,7.93,1066.24,9,10,Delayed,Delhi,1912.94,Failed,TRK643048,,
SHIP246489,ORD448558,SND5865,RCV4109,Pune,Chennai,Blue Dart,Mumbai Hub,14.61,1918.74,9,9,Returned,Mumbai,1305.73,Pending,TRK816748,,
